ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
209254_at	0.00046	2.88e-06	-6.03	4.701241	-2.63	KLHDC10	kelch domain containing 10
200896_x_at	0.000463	2.91e-06	-6.02	4.688456	-1.52	HDGF	hepatoma-derived growth factor
212620_at	0.000466	2.95e-06	-6.02	4.677081	-2.29	ZNF609	zinc finger protein 609
1559391_s_at	0.000481	3.07e-06	-6.0	4.639373	-2.66		
242352_at	0.000484	3.12e-06	-5.99	4.622876	-3.3	NIPBL	NIPBL, cohesin loading factor
210172_at	0.000484	3.13e-06	-5.99	4.620918	-2.53	SF1	splicing factor 1
1553107_s_at	0.000485	3.14e-06	-5.99	4.615642	-2.08	C5orf24	chromosome 5 open reading frame 24
201224_s_at	0.000486	3.16e-06	-5.99	4.609948	-1.85	SRRM1	serine and arginine repetitive matrix 1
239268_at	0.000487	3.18e-06	-5.99	4.603404	-2.88	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1
232095_at	0.000487	3.19e-06	-5.99	4.602874	-1.68		
1553274_a_at	0.000502	3.3e-06	-5.97	4.570698	-1.86	SNRNP48	small nuclear ribonucleoprotein U11/U12 subunit 48
237216_at	0.000509	3.36e-06	-5.97	4.553055	-2.21		
235154_at	0.000512	3.4e-06	-5.96	4.539508	-1.86	TAF3	TATA-box binding protein associated factor 3
242748_at	0.000512	3.41e-06	-5.96	4.538634	-1.87	SREBF2	sterol regulatory element binding transcription factor 2
241216_at	0.000517	3.45e-06	-5.95	4.526439	-2.55		
208113_x_at	0.00052	3.48e-06	-5.95	4.518691	-1.14	PABPC3	poly(A) binding protein cytoplasmic 3
213328_at	0.000521	3.51e-06	-5.95	4.511462	-1.82	NEK1	NIMA related kinase 1
226548_at	0.000521	3.51e-06	-5.95	4.510856	-1.45	SBK1	SH3 domain binding kinase 1
242303_at	0.000533	3.6e-06	-5.94	4.486662	-1.55	NRG2	neuregulin 2
209088_s_at	0.000542	3.68e-06	-5.93	4.464524	-1.55	UBN1	ubinuclein 1
221842_s_at	0.000542	3.69e-06	-5.93	4.462322	-1.33	LOC100506639///ZNF131	uncharacterized LOC100506639///zinc finger protein 131
223138_s_at	0.000545	3.72e-06	-5.92	4.454005	-1.54	DHX36	DEAH-box helicase 36
1553172_at	0.000548	3.75e-06	-5.92	4.445859	-2.09	ZNF777	zinc finger protein 777
1558964_at	0.000548	3.76e-06	-5.92	4.443059	-1.7	FAT3	FAT atypical cadherin 3
243305_at	0.000548	3.77e-06	-5.92	4.442165	-2.06		
225501_at	0.000561	3.86e-06	-5.91	4.417698	-1.52	PHF6	PHD finger protein 6
243282_at	0.000564	3.9e-06	-5.91	4.409938	-3.01	CCDC93	coiled-coil domain containing 93
212468_at	0.000567	3.93e-06	-5.9	4.40233	-1.43	SPAG9	sperm associated antigen 9
207213_s_at	0.000568	3.96e-06	-5.9	4.395344	-3.31	USP2	ubiquitin specific peptidase 2
213305_s_at	0.000572	4.02e-06	-5.89	4.379575	-2.03	PPP2R5C	protein phosphatase 2 regulatory subunit B'gamma
230179_at	0.000572	4.05e-06	-5.89	4.373935	-1.16	LOC285812	uncharacterized LOC285812
226899_at	0.000572	4.05e-06	-5.89	4.372512	-1.42	UNC5B	unc-5 netrin receptor B
226999_at	0.000572	4.06e-06	-5.89	4.370541	-2.08	RNPC3	RNA binding region (RNP1, RRM) containing 3
210407_at	0.000572	4.07e-06	-5.89	4.368509	-2.02	PPM1A	protein phosphatase, Mg2+/Mn2+ dependent 1A
206826_at	0.000572	4.08e-06	-5.89	4.365354	-1.82	PMP2	peripheral myelin protein 2
1555112_a_at	0.000573	4.1e-06	-5.89	4.362146	-1.52	CCDC181	coiled-coil domain containing 181
205917_at	0.000577	4.16e-06	-5.88	4.347415	-1.46	ZNF264	zinc finger protein 264
235018_at	0.000577	4.16e-06	-5.88	4.347117	-1.57	CSRNP3	cysteine and serine rich nuclear protein 3
209119_x_at	0.000578	4.18e-06	-5.88	4.343061	-2.46	NR2F2	nuclear receptor subfamily 2 group F member 2
227712_at	0.000585	4.25e-06	-5.87	4.327626	-1.65	LYRM2	LYR motif containing 2
242558_at	0.000588	4.28e-06	-5.87	4.319856	-1.29		
222364_at	0.000588	4.29e-06	-5.87	4.31766	-2.3	SLC44A1	solute carrier family 44 member 1
208621_s_at	0.000589	4.32e-06	-5.86	4.310983	-2.6	EZR	ezrin
222313_at	0.000596	4.38e-06	-5.86	4.296987	-2.44		
219844_at	0.000598	4.41e-06	-5.86	4.292085	-2.82	CCDC186	coiled-coil domain containing 186
1556818_at	0.000604	4.51e-06	-5.85	4.270012	-1.72		
242343_x_at	0.000604	4.51e-06	-5.85	4.269532	-2.03		
1552712_a_at	0.000612	4.6e-06	-5.84	4.249845	-1.47	NMNAT2	nicotinamide nucleotide adenylyltransferase 2
212177_at	0.000614	4.63e-06	-5.84	4.244728	-1.57	PNISR	PNN interacting serine and arginine rich protein
214314_s_at	0.000615	4.65e-06	-5.84	4.240817	-1.42	EIF5B	eukaryotic translation initiation factor 5B
243158_at	0.000627	4.76e-06	-5.83	4.218184	-1.77		
241275_at	0.000629	4.79e-06	-5.82	4.211769	-2.62	CAPZA1	capping actin protein of muscle Z-line alpha subunit 1
239049_at	0.000634	4.84e-06	-5.82	4.200941	-1.65	CRIPT	CXXC repeat containing interactor of PDZ3 domain
212151_at	0.000634	4.86e-06	-5.82	4.198054	-1.22	PBX1	PBX homeobox 1
227749_at	0.000634	4.87e-06	-5.82	4.19561	-1.91	POU2F2	POU class 2 homeobox 2
202773_s_at	0.000634	4.91e-06	-5.81	4.188613	-3.2	SFSWAP	splicing factor SWAP homolog
221088_s_at	0.000634	4.91e-06	-5.81	4.187819	-1.37	PPP1R9A	protein phosphatase 1 regulatory subunit 9A
229687_s_at	0.000634	4.94e-06	-5.81	4.181788	-1.67	PRDM11	PR/SET domain 11
212208_at	0.000639	5.01e-06	-5.81	4.168903	-1.47	MED13L	mediator complex subunit 13 like
213956_at	0.000639	5.02e-06	-5.8	4.166196	-1.77	CEP350	centrosomal protein 350
244292_at	0.000639	5.04e-06	-5.8	4.162582	-2.56		
208744_x_at	0.000639	5.07e-06	-5.8	4.156395	-1.56	HSPH1	heat shock protein family H (Hsp110) member 1
230397_at	0.00064	5.09e-06	-5.8	4.152516	-2.92	SAR1B	secretion associated Ras related GTPase 1B
31637_s_at	0.000644	5.14e-06	-5.8	4.144148	-1.67	NR1D1///THRA	nuclear receptor subfamily 1 group D member 1///thyroid hormone receptor, alpha
202818_s_at	0.000647	5.17e-06	-5.79	4.13831	-1.92	TCEB3	transcription elongation factor B subunit 3
241824_at	0.00065	5.21e-06	-5.79	4.131365	-1.96		
223465_at	0.000652	5.23e-06	-5.79	4.127065	-1.58	COL4A3BP	collagen type IV alpha 3 binding protein
227223_at	0.000654	5.27e-06	-5.79	4.120418	-1.55	RBM39	RNA binding motif protein 39
222628_s_at	0.000654	5.29e-06	-5.78	4.116455	-1.44	REV1	REV1, DNA directed polymerase
222101_s_at	0.000654	5.29e-06	-5.78	4.116215	-2.1	DCHS1	dachsous cadherin-related 1
213002_at	0.000661	5.36e-06	-5.78	4.104294	-1.56	MARCKS	myristoylated alanine rich protein kinase C substrate
231234_at	0.000665	5.43e-06	-5.77	4.092037	-1.46	CTSC	cathepsin C
201723_s_at	0.000669	5.48e-06	-5.77	4.082036	-1.39	GALNT1	polypeptide N-acetylgalactosaminyltransferase 1
205967_at	0.000671	5.52e-06	-5.77	4.075949	-1.76	HIST2H4B///HIST4H4///HIST2H4A///HIST1H4L///HIST1H4E///HIST1H4B///HIST1H4H///HIST1H4C///HIST1H4J///HIST1H4K///HIST1H4F///HIST1H4D///HIST1H4A///HIST1H4I	histone cluster 2, H4b///histone cluster 4, H4///histone cluster 2, H4a///histone cluster 1, H4l///histone cluster 1, H4e///histone cluster 1, H4b///histone cluster 1, H4h///histone cluster 1, H4c///histone cluster 1, H4j///histone cluster 1, H4k///histone cluster 1, H4f///histone cluster 1, H4d///histone cluster 1, H4a///histone cluster 1, H4i
202160_at	0.000672	5.56e-06	-5.76	4.068999	-1.4	CREBBP	CREB binding protein
219678_x_at	0.000672	5.56e-06	-5.76	4.068947	-1.45	DCLRE1C	DNA cross-link repair 1C
239742_at	0.000673	5.59e-06	-5.76	4.062848	-1.49	LOC101930415	uncharacterized LOC101930415
1558093_s_at	0.000673	5.61e-06	-5.76	4.059255	-2.61	SNHG4///MATR3	small nucleolar RNA host gene 4///matrin 3
201242_s_at	0.000675	5.64e-06	-5.76	4.054265	-1.45	ATP1B1	ATPase Na+/K+ transporting subunit beta 1
1555246_a_at	0.000678	5.68e-06	-5.76	4.048836	-2.04	SCN1A	sodium voltage-gated channel alpha subunit 1
239819_at	0.000682	5.72e-06	-5.75	4.040662	-2.49		
235952_at	0.000694	5.86e-06	-5.74	4.017548	-2.52	DGKH	diacylglycerol kinase eta
1568619_s_at	0.000694	5.86e-06	-5.74	4.017351	-2.11	ITPRIPL2	inositol 1,4,5-trisphosphate receptor interacting protein like 2
214352_s_at	0.000695	5.88e-06	-5.74	4.014019	-1.35	KRAS	KRAS proto-oncogene, GTPase
203833_s_at	0.000695	5.9e-06	-5.74	4.01166	-1.49	TGOLN2	trans-golgi network protein 2
237322_at	0.000696	5.92e-06	-5.74	4.00804	-2.22	MIAT	myocardial infarction associated transcript (non-protein coding)
1559817_at	0.000704	6e-06	-5.73	3.99467	-2.49	LOC100288798	uncharacterized LOC100288798
223654_s_at	0.000704	6.02e-06	-5.73	3.991578	-1.35	CELF4	CUGBP, Elav-like family member 4
203542_s_at	0.000708	6.15e-06	-5.72	3.9715	-1.87	KLF9	Kruppel like factor 9
229958_at	0.000712	6.19e-06	-5.72	3.964769	-1.25	CLN8	ceroid-lipofuscinosis, neuronal 8
216060_s_at	0.000714	6.23e-06	-5.72	3.959777	-1.63	DAAM1	dishevelled associated activator of morphogenesis 1
222745_s_at	0.000716	6.27e-06	-5.72	3.953207	-1.43	KATNBL1	katanin regulatory subunit B1 like 1
202905_x_at	0.000734	6.49e-06	-5.7	3.919567	-1.84	NBN	nibrin
242169_at	0.000734	6.51e-06	-5.7	3.917298	-2.96	BHMT2	betaine--homocysteine S-methyltransferase 2
201934_at	0.00074	6.58e-06	-5.7	3.907264	-1.13	WDR82	WD repeat domain 82
243826_at	0.000747	6.66e-06	-5.69	3.895384	-3.14		
214961_at	0.000757	6.79e-06	-5.68	3.876229	-1.37	MTUS2	microtubule associated tumor suppressor candidate 2
222310_at	0.000757	6.81e-06	-5.68	3.87355	-1.97	SCAF4	SR-related CTD associated factor 4
1555772_a_at	0.000764	6.91e-06	-5.68	3.860207	-2.71	CDC25A	cell division cycle 25A
208975_s_at	0.000764	6.93e-06	-5.68	3.857647	-1.11	KPNB1	karyopherin subunit beta 1
228795_at	0.000766	6.97e-06	-5.67	3.851956	-1.84	PRKCB	protein kinase C beta
232275_s_at	0.000776	7.08e-06	-5.67	3.835983	-3.08	HS6ST3	heparan sulfate 6-O-sulfotransferase 3
215630_at	0.000786	7.19e-06	-5.66	3.821744	-2.87		
1555498_at	0.000797	7.32e-06	-5.66	3.804866	-3.41		
242970_at	0.0008	7.38e-06	-5.65	3.796924	-2.42	DIP2B	disco interacting protein 2 homolog B
215823_x_at	0.0008	7.4e-06	-5.65	3.794514	-1.15	RLIM///PABPC1	ring finger protein, LIM domain interacting///poly(A) binding protein cytoplasmic 1
229966_at	0.0008	7.4e-06	-5.65	3.794041	-1.99	EWSR1	EWS RNA binding protein 1
244669_at	0.000803	7.46e-06	-5.65	3.786237	-2.42	SNORD50B///SNORD50A	small nucleolar RNA, C/D box 50B///small nucleolar RNA, C/D box 50A
236752_at	0.000803	7.48e-06	-5.65	3.784014	-1.83		
222619_at	0.000803	7.5e-06	-5.65	3.780746	-1.2	ZNF281	zinc finger protein 281
217826_s_at	0.000807	7.57e-06	-5.64	3.772487	-1.3	UBE2J1	ubiquitin conjugating enzyme E2 J1
222020_s_at	0.000807	7.58e-06	-5.64	3.770524	-1.52	LOC102725271///NTM	neurotrimin-like///neurotrimin
235009_at	0.000807	7.59e-06	-5.64	3.769874	-1.52	BOD1L1	biorientation of chromosomes in cell division 1 like 1
50221_at	0.000808	7.61e-06	-5.64	3.76728	-2.73	TFEB	transcription factor EB
228007_at	0.000819	7.76e-06	-5.63	3.748567	-1.18	CEP85L	centrosomal protein 85 like
243361_at	0.00083	7.9e-06	-5.63	3.731446	-3.15	SREK1	splicing regulatory glutamic acid and lysine rich protein 1
214985_at	0.00083	7.9e-06	-5.62	3.730941	-2.72	EXT1	exostosin glycosyltransferase 1
238902_at	0.00083	7.92e-06	-5.62	3.728695	-1.69		
235435_at	0.00083	7.93e-06	-5.62	3.727758	-1.88	AASDH	aminoadipate-semialdehyde dehydrogenase
244197_x_at	0.000833	7.97e-06	-5.62	3.722674	-2.27		
240186_at	0.000845	8.14e-06	-5.61	3.702459	-1.81		
1566093_at	0.000852	8.26e-06	-5.61	3.688009	-1.7	ARHGEF12	Rho guanine nucleotide exchange factor 12
236329_at	0.000852	8.28e-06	-5.61	3.686248	-1.55	SCN8A	sodium voltage-gated channel alpha subunit 8
217656_at	0.00086	8.42e-06	-5.6	3.670483	-3.22		
214807_at	0.00086	8.42e-06	-5.6	3.669933	-1.52	PLXDC2	plexin domain containing 2
1558412_at	0.00086	8.44e-06	-5.6	3.667731	-1.78	MIR1199///MISP3	microRNA 1199///MISP family member 3
204555_s_at	0.00086	8.44e-06	-5.6	3.667366	-2.8	PPP1R3D	protein phosphatase 1 regulatory subunit 3D
239833_at	0.00086	8.46e-06	-5.6	3.665784	-3.73		
202221_s_at	0.00086	8.48e-06	-5.6	3.663607	-1.65	EP300	E1A binding protein p300
241505_at	0.000866	8.57e-06	-5.59	3.652841	-2.83		
200702_s_at	0.000866	8.58e-06	-5.59	3.651836	-1.3	DDX24	DEAD-box helicase 24
227510_x_at	0.000872	8.66e-06	-5.59	3.642514	-1.76	MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)
1553313_s_at	0.000872	8.7e-06	-5.59	3.639043	-3.38	SLC5A3	solute carrier family 5 member 3
209896_s_at	0.000879	8.78e-06	-5.58	3.630227	-1.49	PTPN11	protein tyrosine phosphatase, non-receptor type 11
211386_at	0.000886	8.86e-06	-5.58	3.620789	-2.54	MGC12488	uncharacterized protein MGC12488
1552482_at	0.000887	8.9e-06	-5.58	3.616986	-3.28	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
212028_at	0.000887	8.91e-06	-5.58	3.615841	-1.41	RBM25	RNA binding motif protein 25
203147_s_at	0.000891	8.98e-06	-5.57	3.60818	-2.44	TRIM14	tripartite motif containing 14
239873_at	0.000892	9.01e-06	-5.57	3.605082	-2.34		
232975_at	0.000898	9.1e-06	-5.57	3.595935	-1.52	HCG18	HLA complex group 18 (non-protein coding)
202742_s_at	0.000914	9.28e-06	-5.56	3.576528	-1.53	PRKACB	protein kinase cAMP-activated catalytic subunit beta
213649_at	0.000915	9.3e-06	-5.56	3.574294	-1.7	SRSF7	serine and arginine rich splicing factor 7
1562550_at	0.000918	9.36e-06	-5.56	3.568705	-3.33		
213926_s_at	0.000918	9.36e-06	-5.56	3.567902	-2.19	AGFG1	ArfGAP with FG repeats 1
226895_at	0.000919	9.41e-06	-5.56	3.563341	-1.82	NFIC	nuclear factor I C
208734_x_at	0.000925	9.51e-06	-5.55	3.553185	-1.69	RAB2A	RAB2A, member RAS oncogene family
200774_at	0.000934	9.65e-06	-5.55	3.538737	-1.1	FAM120A	family with sequence similarity 120A
228315_at	0.000937	9.7e-06	-5.54	3.534528	-1.34	ZMAT3	zinc finger matrin-type 3
224661_at	0.000943	9.81e-06	-5.54	3.5231	-2.8	PYURF///PIGY	PIGY upstream reading frame///phosphatidylinositol glycan anchor biosynthesis class Y
1558299_at	0.000943	9.87e-06	-5.54	3.517054	-1.78		
1555881_s_at	0.000943	9.88e-06	-5.54	3.516403	-1.55	LZTS2	leucine zipper tumor suppressor 2
207152_at	0.000943	9.89e-06	-5.54	3.515096	-1.64	NTRK2	neurotrophic receptor tyrosine kinase 2
233039_at	0.000945	9.96e-06	-5.53	3.508885	-3.45		
238350_at	0.000956	1.01e-05	-5.53	3.491082	-2.37	UBN2	ubinuclein 2
244502_at	0.000957	1.02e-05	-5.53	3.488506	-3.21		
201856_s_at	0.000957	1.02e-05	-5.52	3.486796	-1.67	ZFR	zinc finger RNA binding protein
219250_s_at	0.000957	1.02e-05	-5.52	3.485738	-1.73	FLRT3	fibronectin leucine rich transmembrane protein 3
212178_s_at	0.000961	1.03e-05	-5.52	3.479785	-1.28	POM121C	POM121 transmembrane nucleoporin C
228839_s_at	0.000971	1.04e-05	-5.51	3.463374	-1.12	LOC642361///LINC00863	uncharacterized LOC642361///long intergenic non-protein coding RNA 863
210822_at	0.000971	1.04e-05	-5.51	3.462683	-2.3	RPL13P5///LRRC23	ribosomal protein L13 pseudogene 5///leucine rich repeat containing 23
212188_at	0.000971	1.05e-05	-5.51	3.461662	-1.57	KCTD12	potassium channel tetramerization domain containing 12
1561130_at	0.000972	1.05e-05	-5.51	3.458831	-3.22	HECTD4	HECT domain E3 ubiquitin protein ligase 4
213688_at	0.000973	1.05e-05	-5.51	3.454405	-1.47	CALM3///CALM2///CALM1	calmodulin 3///calmodulin 2///calmodulin 1
227558_at	0.000974	1.06e-05	-5.51	3.45262	-1.21	CBX4	chromobox 4
230742_at	0.000974	1.06e-05	-5.51	3.45035	-2.79	RBM5	RNA binding motif protein 5
207012_at	0.000976	1.06e-05	-5.51	3.444736	-1.69	MMP16	matrix metallopeptidase 16
229274_at	0.000976	1.07e-05	-5.51	3.442335	-2.35	GNAS	GNAS complex locus
224569_s_at	0.000976	1.07e-05	-5.5	3.437956	-1.27	IRF2BP2	interferon regulatory factor 2 binding protein 2
243153_at	0.000976	1.07e-05	-5.5	3.435856	-2.66	CDK5RAP2	CDK5 regulatory subunit associated protein 2
225377_at	0.000976	1.08e-05	-5.5	3.433877	-1.55	RABL6	RAB, member RAS oncogene family-like 6
230970_at	0.000977	1.08e-05	-5.5	3.42823	-1.82		
237475_x_at	0.000977	1.09e-05	-5.5	3.426008	-1.99	CCDC152	coiled-coil domain containing 152
232993_at	0.000997	1.12e-05	-5.49	3.399114	-2.69	SYNJ1	synaptojanin 1
209290_s_at	0.000997	1.12e-05	-5.49	3.398751	-1.09	NFIB	nuclear factor I B
209715_at	0.000997	1.12e-05	-5.49	3.398304	-1.31	CBX5	chromobox 5
224098_at	0.000997	1.12e-05	-5.49	3.398059	-3.61		
237995_at	0.000998	1.12e-05	-5.49	3.394997	-1.71	RIMBP2	RIMS binding protein 2
233037_at	0.000999	1.13e-05	-5.48	3.390127	-1.47		
203796_s_at	0.000999	1.13e-05	-5.48	3.384183	-1.17	BCL7A	BCL tumor suppressor 7A
1558546_at	0.000999	1.14e-05	-5.48	3.381756	-2.45	DNASE1	deoxyribonuclease 1
208994_s_at	0.000999	1.14e-05	-5.48	3.381659	-1.11	PPIG	peptidylprolyl isomerase G
239397_at	0.000999	1.14e-05	-5.48	3.381522	-1.99	ARHGEF7	Rho guanine nucleotide exchange factor 7
243246_at	0.001	1.14e-05	-5.48	3.375275	-2.71		
234491_s_at	0.00101	1.15e-05	-5.48	3.370508	-2.05	SAV1	salvador family WW domain containing protein 1
1557450_s_at	0.00101	1.15e-05	-5.48	3.36913	-1.3	WHAMMP2	WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 2
242646_at	0.00101	1.16e-05	-5.47	3.360687	-1.66		
230014_at	0.00101	1.17e-05	-5.47	3.355126	-2.52		
208710_s_at	0.00104	1.21e-05	-5.46	3.321726	-1.39	AP3D1	adaptor related protein complex 3 delta 1 subunit
240121_x_at	0.00105	1.23e-05	-5.45	3.308989	-1.71		
1559496_at	0.00106	1.24e-05	-5.45	3.298444	-2.22	PPA2	pyrophosphatase (inorganic) 2
242806_at	0.00107	1.25e-05	-5.44	3.291427	-2.03		
225098_at	0.00107	1.26e-05	-5.44	3.283523	-1.01	ABI2	abl-interactor 2
237262_at	0.00107	1.26e-05	-5.44	3.282594	-1.77	GAREM1	GRB2 associated regulator of MAPK1 subtype 1
1556320_at	0.00108	1.28e-05	-5.43	3.267778	-2.04	STOML1	stomatin like 1
237352_at	0.00108	1.28e-05	-5.43	3.26471	-2.5		
241487_at	0.00109	1.29e-05	-5.43	3.261253	-1.98		
241922_at	0.00109	1.29e-05	-5.43	3.258168	-1.47	LMO4	LIM domain only 4
229036_at	0.00109	1.31e-05	-5.43	3.245673	-1.05	TNRC6B	trinucleotide repeat containing 6B
216101_at	0.00109	1.31e-05	-5.42	3.242778	-3.09		
217703_x_at	0.0011	1.32e-05	-5.42	3.240408	-1.33		
208615_s_at	0.0011	1.32e-05	-5.42	3.237743	-1.51	PTP4A2	protein tyrosine phosphatase type IVA, member 2
242498_x_at	0.0011	1.33e-05	-5.42	3.229095	-2.81		
236338_at	0.0011	1.34e-05	-5.42	3.224543	-3.22		
236739_at	0.0011	1.34e-05	-5.42	3.224132	-2.74	LINC01105	long intergenic non-protein coding RNA 1105
242319_at	0.00111	1.35e-05	-5.41	3.216448	-2.67	DGKG	diacylglycerol kinase gamma
201026_at	0.00111	1.36e-05	-5.41	3.20741	-1.6	EIF5B	eukaryotic translation initiation factor 5B
214499_s_at	0.00111	1.36e-05	-5.41	3.206294	-1.41	BCLAF1	BCL2 associated transcription factor 1
204786_s_at	0.00111	1.37e-05	-5.41	3.205185	-1.53	IFNAR2	interferon alpha and beta receptor subunit 2
222380_s_at	0.00111	1.37e-05	-5.41	3.205053	-2.21	PDCD6	programmed cell death 6
1556683_x_at	0.00112	1.38e-05	-5.41	3.198822	-3.12		
1558922_at	0.00112	1.38e-05	-5.41	3.197421	-3.04		
237018_at	0.00112	1.38e-05	-5.4	3.194074	-2.48		
237110_at	0.00112	1.38e-05	-5.4	3.192929	-1.58		
219156_at	0.00112	1.39e-05	-5.4	3.18592	-1.73	SYNJ2BP-COX16///SYNJ2BP	SYNJ2BP-COX16 readthrough///synaptojanin 2 binding protein
227000_at	0.00112	1.39e-05	-5.4	3.185471	-1.63	MTURN	maturin, neural progenitor differentiation regulator homolog (Xenopus)
229499_at	0.00112	1.4e-05	-5.4	3.182132	-2.41	CAPN13	calpain 13
242975_s_at	0.00113	1.42e-05	-5.39	3.168373	-2.9		
224563_at	0.00113	1.42e-05	-5.39	3.165426	-3.58	WASF2	WAS protein family member 2
238584_at	0.00114	1.43e-05	-5.39	3.161941	-2.3	IQCA1	IQ motif containing with AAA domain 1
1555931_at	0.00114	1.43e-05	-5.39	3.160582	-2.57	TSGA10	testis specific 10
214375_at	0.00114	1.43e-05	-5.39	3.159688	-2.23	PPFIBP1	PPFIA binding protein 1
241223_x_at	0.00115	1.45e-05	-5.39	3.146491	-1.99		
236439_at	0.00115	1.45e-05	-5.38	3.145606	-4.04	LOC106146153	uncharacterized lncRNA LOC106146153
226143_at	0.00115	1.46e-05	-5.38	3.139693	-1.08	RAI1	retinoic acid induced 1
235739_at	0.00115	1.47e-05	-5.38	3.137506	-2.3		
1554825_at	0.00115	1.47e-05	-5.38	3.134814	-2.71		
235030_at	0.00116	1.47e-05	-5.38	3.1331	-2.5	NXPE3	neurexophilin and PC-esterase domain family member 3
242189_at	0.00116	1.48e-05	-5.38	3.129501	-1.99		
209258_s_at	0.00116	1.48e-05	-5.38	3.127276	-2.41	SMC3	structural maintenance of chromosomes 3
235200_at	0.00118	1.51e-05	-5.37	3.109794	-1.21	ZNF561///ZNF562	zinc finger protein 561///zinc finger protein 562
239439_at	0.00118	1.52e-05	-5.37	3.104595	-2.85	AFF4	AF4/FMR2 family member 4
236659_x_at	0.00119	1.53e-05	-5.36	3.093719	-2.49		
222880_at	0.00122	1.57e-05	-5.35	3.06914	-1.75	AKT3	AKT serine/threonine kinase 3
232416_at	0.00122	1.59e-05	-5.35	3.062292	-1.59	CELF5	CUGBP, Elav-like family member 5
215385_at	0.00124	1.61e-05	-5.34	3.046935	-2.17		
235730_at	0.00124	1.63e-05	-5.34	3.037399	-2.1	NUTM2B-AS1	NUTM2B antisense RNA 1
234190_at	0.00125	1.64e-05	-5.34	3.031189	-3.4		
1557553_at	0.00125	1.64e-05	-5.34	3.027124	-1.97	PPP1R12B	protein phosphatase 1 regulatory subunit 12B
228556_at	0.00127	1.67e-05	-5.33	3.012232	-1.61	YTHDC1	YTH domain containing 1
229949_at	0.00128	1.68e-05	-5.33	3.005443	-1.76		
209153_s_at	0.00129	1.7e-05	-5.32	2.996667	-1.5	TCF3	transcription factor 3
1556355_x_at	0.00129	1.71e-05	-5.32	2.989466	-2.32	RGL3	ral guanine nucleotide dissociation stimulator like 3
242014_at	0.00129	1.72e-05	-5.32	2.985403	-2.13		
204732_s_at	0.0013	1.72e-05	-5.32	2.981383	-1.39	TRIM23	tripartite motif containing 23
238642_at	0.0013	1.73e-05	-5.32	2.978469	-2.33	ANKRD13D	ankyrin repeat domain 13D
224774_s_at	0.0013	1.74e-05	-5.32	2.975049	-1.43	NAV1	neuron navigator 1
1565844_at	0.0013	1.74e-05	-5.31	2.972458	-2.25	BRPF3	bromodomain and PHD finger containing 3
220145_at	0.00131	1.76e-05	-5.31	2.963674	-1.67	MAP9	microtubule associated protein 9
224592_x_at	0.00131	1.76e-05	-5.31	2.963512	-1.23	HP1BP3	heterochromatin protein 1 binding protein 3
227439_at	0.00131	1.76e-05	-5.31	2.961119	-1.5	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B
217565_at	0.00132	1.77e-05	-5.31	2.955279	-1.64	GRIA3	glutamate ionotropic receptor AMPA type subunit 3
232516_x_at	0.00134	1.82e-05	-5.3	2.931019	-1.46	DAP3	death associated protein 3
223281_s_at	0.00135	1.82e-05	-5.3	2.927196	-1.53	COX15	COX15, cytochrome c oxidase assembly homolog
240496_at	0.00135	1.83e-05	-5.29	2.925237	-2.22		
210701_at	0.00135	1.83e-05	-5.29	2.922748	-2.55	CFDP1	craniofacial development protein 1
237943_at	0.00135	1.84e-05	-5.29	2.921263	-2.66	TMCC1	transmembrane and coiled-coil domain family 1
237719_x_at	0.00135	1.84e-05	-5.29	2.918336	-1.76	RGS7BP	regulator of G-protein signaling 7 binding protein
233243_at	0.00136	1.85e-05	-5.29	2.91165	-2.32		
235376_at	0.00136	1.85e-05	-5.29	2.911624	-3.04		
242990_at	0.00137	1.87e-05	-5.28	2.901228	-1.76		
213303_x_at	0.00137	1.89e-05	-5.28	2.892484	-2.2	ZBTB7A	zinc finger and BTB domain containing 7A
212794_s_at	0.00137	1.89e-05	-5.28	2.892303	-1.31	KIAA1033	KIAA1033
238831_at	0.00137	1.89e-05	-5.28	2.892282	-2.01	TMEM33	transmembrane protein 33
1563130_a_at	0.0014	1.94e-05	-5.27	2.870689	-2.56		
222522_x_at	0.00141	1.96e-05	-5.27	2.860062	-1.29	MRPS10	mitochondrial ribosomal protein S10
1560865_a_at	0.00141	1.96e-05	-5.27	2.857176	-2.08		
