ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
203662_s_at	0.0163	0.00107	3.7	-0.967801	1.18	TMOD1	tropomodulin 1
209382_at	0.0164	0.00108	3.7	-0.970582	1.56	POLR3C	RNA polymerase III subunit C
225050_at	0.0165	0.00109	3.7	-0.977745	1.06	ZNF512	zinc finger protein 512
222854_s_at	0.0165	0.00109	3.7	-0.979205	1.76	GEMIN8	gem nuclear organelle associated protein 8
217865_at	0.0165	0.00109	3.7	-0.982091	2.17	RNF130	ring finger protein 130
205348_s_at	0.0166	0.0011	3.7	-0.987992	1.27	DYNC1I1	dynein cytoplasmic 1 intermediate chain 1
235134_at	0.0167	0.00111	3.69	-0.995126	1.74		
217782_s_at	0.0167	0.00111	3.69	-0.995284	1.44	GPS1	G protein pathway suppressor 1
200020_at	0.0167	0.00111	3.69	-0.996534	1.16	TARDBP	TAR DNA binding protein
217738_at	0.0167	0.00111	3.69	-0.996726	1.04	NAMPT	nicotinamide phosphoribosyltransferase
201619_at	0.0167	0.00111	3.69	-0.998516	1.31	PRDX3	peroxiredoxin 3
222759_at	0.0167	0.00111	3.69	-0.999928	1.46	KMT5B	lysine methyltransferase 5B
201068_s_at	0.0168	0.00112	3.69	-1.004894	1.56	PSMC2	proteasome 26S subunit, ATPase 2
203919_at	0.0168	0.00112	3.69	-1.00646	1.04	TCEA2	transcription elongation factor A2
1568625_at	0.0169	0.00113	3.68	-1.016179	1.44	SVOP	SV2 related protein
218025_s_at	0.017	0.00114	3.68	-1.02116	1.6	ECI2	enoyl-CoA delta isomerase 2
225341_at	0.017	0.00114	3.68	-1.025408	1.12	MTERF2	mitochondrial transcription termination factor 2
211594_s_at	0.017	0.00114	3.68	-1.026617	1.74	MRPL9	mitochondrial ribosomal protein L9
205652_s_at	0.0171	0.00115	3.68	-1.032798	1.29	TTLL1	tubulin tyrosine ligase like 1
204541_at	0.0171	0.00115	3.68	-1.033005	1.18	SEC14L2	SEC14 like lipid binding 2
203744_at	0.0171	0.00115	3.68	-1.033983	1.29	HMGB3	high mobility group box 3
219279_at	0.0171	0.00116	3.68	-1.03643	1.49	DOCK10	dedicator of cytokinesis 10
201185_at	0.0172	0.00116	3.67	-1.040434	1.25	HTRA1	HtrA serine peptidase 1
204684_at	0.0172	0.00117	3.67	-1.044597	1.14	NPTX1	neuronal pentraxin 1
200634_at	0.0172	0.00117	3.67	-1.045826	1.47	PFN1	profilin 1
240005_at	0.0173	0.00117	3.67	-1.048228	1.45	LARP4B	La ribonucleoprotein domain family member 4B
204465_s_at	0.0173	0.00117	3.67	-1.052148	1.32	INA	internexin neuronal intermediate filament protein alpha
203157_s_at	0.0173	0.00118	3.67	-1.054288	1.64	GLS	glutaminase
211025_x_at	0.0173	0.00118	3.67	-1.056166	1.28	COX5B	cytochrome c oxidase subunit 5B
222775_s_at	0.0173	0.00118	3.67	-1.056585	1.08	MRPL35	mitochondrial ribosomal protein L35
226982_at	0.0174	0.00118	3.67	-1.060182	1.09	ELL2	elongation factor for RNA polymerase II 2
200072_s_at	0.0174	0.00119	3.67	-1.061451	1.25	HNRNPM	heterogeneous nuclear ribonucleoprotein M
226458_at	0.0175	0.0012	3.66	-1.068487	1.09		
225193_at	0.0176	0.0012	3.66	-1.073653	1.34	CCAR2	cell cycle and apoptosis regulator 2
211207_s_at	0.0176	0.0012	3.66	-1.073847	1.04	ACSL6	acyl-CoA synthetase long-chain family member 6
207551_s_at	0.0176	0.00121	3.66	-1.078756	1.11	MSL3	male-specific lethal 3 homolog (Drosophila)
235005_at	0.0176	0.00121	3.66	-1.078915	1.13	DIS3L	DIS3 like exosome 3'-5' exoribonuclease
217774_s_at	0.0176	0.00121	3.66	-1.079068	1.03	TRMT112	tRNA methyltransferase 11-2 homolog (S. cerevisiae)
228109_at	0.0177	0.00121	3.66	-1.080281	1.16	RASGRF2	Ras protein specific guanine nucleotide releasing factor 2
231989_s_at	0.0177	0.00121	3.66	-1.080322	1.3	LOC101060604///NPIPA5///SMG1P3///NPIPB5///SMG1P1///LOC613037///NPIPB4///SLC7A5P1///NPIPB3	putative L-type amino acid transporter 1-like protein IMAA///nuclear pore complex interacting protein family member A5///SMG1P3, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 3///nuclear pore complex interacting protein family member B5///SMG1P1, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 1///nuclear pore complex interacting protein member///nuclear pore complex interacting protein family member B4///solute carrier family 7 member 5 pseudogene 1///nuclear pore complex interacting protein family member B3
201609_x_at	0.0178	0.00123	3.65	-1.095066	1.09	ICMT	isoprenylcysteine carboxyl methyltransferase
201870_at	0.0179	0.00123	3.65	-1.098358	1.21	TOMM34	translocase of outer mitochondrial membrane 34
203198_at	0.0179	0.00124	3.65	-1.09991	1.28	CDK9	cyclin dependent kinase 9
201384_s_at	0.0179	0.00124	3.65	-1.100493	1.17	NBR1	NBR1, autophagy cargo receptor
232019_at	0.0179	0.00124	3.65	-1.104427	1.35	ZKSCAN2	zinc finger with KRAB and SCAN domains 2
209814_at	0.0179	0.00124	3.65	-1.104876	1.49	ZNF330	zinc finger protein 330
223026_s_at	0.0179	0.00124	3.65	-1.105153	1.73	VPS29	VPS29, retromer complex component
1555419_a_at	0.0179	0.00124	3.65	-1.105321	1.45	ASAH1	N-acylsphingosine amidohydrolase 1
222430_s_at	0.0179	0.00124	3.65	-1.105826	1.84	YTHDF2	YTH N6-methyladenosine RNA binding protein 2
219389_at	0.018	0.00125	3.64	-1.112698	1.31	SUSD4	sushi domain containing 4
219659_at	0.0181	0.00126	3.64	-1.114878	1.03	ATP8A2	ATPase phospholipid transporting 8A2
211685_s_at	0.0181	0.00126	3.64	-1.117984	1.57	NCALD	neurocalcin delta
209132_s_at	0.0181	0.00126	3.64	-1.118714	1.26	COMMD4	COMM domain containing 4
AFFX-M27830_5_at	0.0181	0.00127	3.64	-1.122743	1.11		
201555_at	0.0182	0.00127	3.64	-1.128614	1.63	MCM3	minichromosome maintenance complex component 3
219463_at	0.0182	0.00128	3.64	-1.129667	1.19	LAMP5	lysosomal associated membrane protein family member 5
208517_x_at	0.0182	0.00128	3.64	-1.131119	1.44	BTF3	basic transcription factor 3
203715_at	0.0183	0.00129	3.63	-1.138354	1.16	TBCE	tubulin folding cofactor E
213528_at	0.0183	0.00129	3.63	-1.138373	1.3	METTL18	methyltransferase like 18
202983_at	0.0183	0.00129	3.63	-1.138908	1.01	HLTF	helicase like transcription factor
211941_s_at	0.0183	0.00129	3.63	-1.13896	1.23	PEBP1	phosphatidylethanolamine binding protein 1
203817_at	0.0184	0.00129	3.63	-1.140982	1.31	GUCY1B3	guanylate cyclase 1 soluble subunit beta
206662_at	0.0184	0.00129	3.63	-1.14148	1.76	GLRX	glutaredoxin
221783_at	0.0184	0.00129	3.63	-1.143439	1.44	WIZ	widely interspaced zinc finger motifs
201603_at	0.0184	0.00129	3.63	-1.143496	1.04	PPP1R12A	protein phosphatase 1 regulatory subunit 12A
212830_at	0.0184	0.0013	3.63	-1.145252	1.28	MEGF9	multiple EGF like domains 9
227556_at	0.0184	0.0013	3.63	-1.145496	1.05	NME7	NME/NM23 family member 7
212999_x_at	0.0184	0.0013	3.63	-1.14629	2.31	LOC101060835///HLA-DQB1	HLA class II histocompatibility antigen, DQ beta 1 chain-like///major histocompatibility complex, class II, DQ beta 1
201115_at	0.0184	0.0013	3.63	-1.146758	1.19	POLD2	DAN polymerase delta 2, accessory subunit
209457_at	0.0184	0.0013	3.63	-1.14898	1.46	DUSP5	dual specificity phosphatase 5
200866_s_at	0.0184	0.0013	3.63	-1.150133	1.93	PSAP	prosaposin
227670_at	0.0186	0.00132	3.62	-1.160212	1.18	ZNF75A	zinc finger protein 75a
221923_s_at	0.0186	0.00132	3.62	-1.16496	1.05	NPM1	nucleophosmin
210130_s_at	0.0186	0.00132	3.62	-1.164969	1.41	TM7SF2	transmembrane 7 superfamily member 2
221573_at	0.0187	0.00133	3.62	-1.167773	1.71	C7orf25///PSMA2	chromosome 7 open reading frame 25///proteasome subunit alpha 2
226618_at	0.0188	0.00133	3.62	-1.172313	1.45	UBE2QL1	ubiquitin conjugating enzyme E2 Q family like 1
223112_s_at	0.0188	0.00133	3.62	-1.172767	1.3	NDUFB10	NADH:ubiquinone oxidoreductase subunit B10
200657_at	0.0188	0.00134	3.62	-1.173536	1.32	SLC25A5	solute carrier family 25 member 5
208914_at	0.0188	0.00134	3.62	-1.174255	1.38	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2
202784_s_at	0.0189	0.00135	3.61	-1.180938	1.74	NNT	nicotinamide nucleotide transhydrogenase
208498_s_at	0.0189	0.00135	3.61	-1.182647	1.09	ACTG1P4///AMY2B///AMY2A///AMY1C///AMY1B///AMY1A	actin gamma 1 pseudogene 4///amylase, alpha 2B (pancreatic)///amylase, alpha 2A (pancreatic)///amylase, alpha 1C (salivary)///amylase, alpha 1B (salivary)///amylase, alpha 1A (salivary)
215684_s_at	0.0189	0.00135	3.61	-1.186284	1.19	ASCC2	activating signal cointegrator 1 complex subunit 2
236619_at	0.019	0.00136	3.61	-1.191448	1.6		
208846_s_at	0.019	0.00136	3.61	-1.193317	2.32	VDAC3	voltage dependent anion channel 3
218172_s_at	0.019	0.00137	3.61	-1.19405	2.18	DERL1	derlin 1
213329_at	0.0193	0.00139	3.6	-1.208635	1.37	SRGAP2C///SRGAP2B///SRGAP2	SLIT-ROBO Rho GTPase activating protein 2C///SLIT-ROBO Rho GTPase activating protein 2B///SLIT-ROBO Rho GTPase activating protein 2
202343_x_at	0.0194	0.0014	3.6	-1.216627	1.2	COX5B	cytochrome c oxidase subunit 5B
203988_s_at	0.0194	0.0014	3.6	-1.218049	1.7	FUT8	fucosyltransferase 8
204102_s_at	0.0194	0.00141	3.6	-1.221781	1.17	EEF2	eukaryotic translation elongation factor 2
221796_at	0.0194	0.00141	3.6	-1.221998	1.56	NTRK2	neurotrophic receptor tyrosine kinase 2
200599_s_at	0.0195	0.00141	3.6	-1.226319	1.07	MIR3652///HSP90B1	microRNA 3652///heat shock protein 90 beta family member 1
201532_at	0.0196	0.00142	3.59	-1.229265	2.17	PSMA3	proteasome subunit alpha 3
212307_s_at	0.0196	0.00142	3.59	-1.232907	1.15	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase
216609_at	0.0196	0.00143	3.59	-1.235594	1.15	TXN	thioredoxin
212228_s_at	0.0196	0.00143	3.59	-1.236443	1.66	COQ9	coenzyme Q9
207776_s_at	0.0197	0.00143	3.59	-1.239299	1.03	CACNB2	calcium voltage-gated channel auxiliary subunit beta 2
224522_s_at	0.0197	0.00143	3.59	-1.239853	1.46	DCAKD	dephospho-CoA kinase domain containing
1553987_at	0.0197	0.00144	3.59	-1.241724	1.46	MAPKAPK5-AS1	MAPKAPK5 antisense RNA 1
200643_at	0.0198	0.00144	3.59	-1.245232	1.34	HDLBP	high density lipoprotein binding protein
224977_at	0.0199	0.00145	3.58	-1.252711	1.06	C6orf89	chromosome 6 open reading frame 89
208717_at	0.0199	0.00145	3.58	-1.253645	1.54	OXA1L	OXA1L, mitochondrial inner membrane protein
224163_s_at	0.0201	0.00147	3.58	-1.262933	2.05	DMAP1	DNA methyltransferase 1 associated protein 1
201716_at	0.0201	0.00147	3.58	-1.265331	1.64	SNX1	sorting nexin 1
203091_at	0.0201	0.00147	3.58	-1.265912	1.73	FUBP1	far upstream element binding protein 1
209407_s_at	0.0201	0.00148	3.58	-1.267367	1.25	DEAF1	DEAF1, transcription factor
208819_at	0.0201	0.00148	3.58	-1.26916	1.01	RAB8A	RAB8A, member RAS oncogene family
202054_s_at	0.0201	0.00148	3.58	-1.269978	1.1	ALDH3A2	aldehyde dehydrogenase 3 family member A2
221699_s_at	0.0201	0.00148	3.58	-1.27254	1.03	DDX50	DEAD-box helicase 50
212300_at	0.0202	0.00149	3.57	-1.276352	1.28	TXLNA	taxilin alpha
225543_at	0.0203	0.0015	3.57	-1.285812	1.21	GTF3C4	general transcription factor IIIC subunit 4
207332_s_at	0.0204	0.00151	3.57	-1.290916	1.11	TFRC	transferrin receptor
233910_at	0.0204	0.00151	3.57	-1.291255	1.3	TMEFF2	transmembrane protein with EGF like and two follistatin like domains 2
200651_at	0.0206	0.00153	3.56	-1.302769	1.02	SNORD96A///SNORD95///RACK1	small nucleolar RNA, C/D box 96A///small nucleolar RNA, C/D box 95///receptor for activated C kinase 1
1562945_at	0.0207	0.00154	3.56	-1.309433	2.48	LOC105378130	uncharacterized LOC105378130
202675_at	0.0207	0.00154	3.56	-1.310096	1.62	SDHB	succinate dehydrogenase complex iron sulfur subunit B
218488_at	0.0208	0.00155	3.56	-1.312769	1.49	EIF2B3	eukaryotic translation initiation factor 2B subunit gamma
209194_at	0.0208	0.00156	3.56	-1.317731	1.06	CETN2	centrin 2
213483_at	0.0208	0.00156	3.56	-1.318051	1.06	PPWD1	peptidylprolyl isomerase domain and WD repeat containing 1
218027_at	0.0209	0.00156	3.56	-1.319467	1.26	MRPL15	mitochondrial ribosomal protein L15
211651_s_at	0.0209	0.00157	3.55	-1.324119	1.38	LAMB1	laminin subunit beta 1
208066_s_at	0.0209	0.00157	3.55	-1.325802	1.02	GTF2B	general transcription factor IIB
229875_at	0.0209	0.00157	3.55	-1.325838	1.12	ZDHHC22	zinc finger DHHC-type containing 22
230150_at	0.021	0.00157	3.55	-1.326749	1.12	BCAP29	B-cell receptor-associated protein 29
218653_at	0.021	0.00158	3.55	-1.329964	1.47	SLC25A15	solute carrier family 25 member 15
223084_s_at	0.0214	0.00161	3.54	-1.348752	1.23	CCNDBP1	cyclin D1 binding protein 1
209069_s_at	0.0214	0.00162	3.54	-1.353215	1.34	MIR4738///H3F3B///H3F3A	microRNA 4738///H3 histone, family 3B///H3 histone, family 3A
202353_s_at	0.0215	0.00162	3.54	-1.355012	1.15	PSMD12	proteasome 26S subunit, non-ATPase 12
225245_x_at	0.0215	0.00162	3.54	-1.357563	1.48	H2AFJ	H2A histone family member J
222515_x_at	0.0217	0.00164	3.54	-1.366127	1.27	TMEM165	transmembrane protein 165
200982_s_at	0.0217	0.00164	3.54	-1.366699	1.03	ANXA6	annexin A6
220688_s_at	0.0217	0.00164	3.54	-1.368944	1.3	MRTO4	MRT4 homolog, ribosome maturation factor
206833_s_at	0.0217	0.00165	3.53	-1.372466	1.08	LOC101927144///ACYP2	uncharacterized LOC101927144///acylphosphatase 2
201475_x_at	0.0218	0.00166	3.53	-1.380274	1.43	MIR6758///MARS	microRNA 6758///methionyl-tRNA synthetase
212515_s_at	0.0219	0.00167	3.53	-1.383188	2.31	DDX3X	DEAD-box helicase 3, X-linked
217294_s_at	0.0219	0.00167	3.53	-1.384716	1.9	ENO1	enolase 1
217716_s_at	0.0219	0.00168	3.53	-1.388511	2.16	SEC61A1	Sec61 translocon alpha 1 subunit
203466_at	0.022	0.00168	3.53	-1.388999	1.39	MPV17	MPV17, mitochondrial inner membrane protein
212156_at	0.022	0.00169	3.52	-1.393616	1.31	VPS39	VPS39, HOPS complex subunit
202093_s_at	0.022	0.00169	3.52	-1.394436	1.06	PAF1	PAF1 homolog, Paf1/RNA polymerase II complex component
208724_s_at	0.022	0.00169	3.52	-1.395364	1.0	RAB1A	RAB1A, member RAS oncogene family
212751_at	0.0221	0.00169	3.52	-1.397211	1.33	UBE2N	ubiquitin conjugating enzyme E2 N
201390_s_at	0.0221	0.0017	3.52	-1.399015	1.9	CSNK2B	casein kinase 2 beta
224884_at	0.0221	0.0017	3.52	-1.400064	1.56	AKAP13	A-kinase anchoring protein 13
236142_at	0.0222	0.00172	3.52	-1.409731	2.04	PPIH	peptidylprolyl isomerase H
200074_s_at	0.0223	0.00172	3.52	-1.411365	1.13	RPL14	ribosomal protein L14
1561053_at	0.0223	0.00172	3.52	-1.411393	1.67		
226382_at	0.0223	0.00173	3.52	-1.4147	1.09		
1567213_at	0.0223	0.00173	3.51	-1.417123	1.58	PNN	pinin, desmosome associated protein
216583_x_at	0.0224	0.00174	3.51	-1.421088	1.29		
1558813_at	0.0224	0.00174	3.51	-1.421535	2.04	TMED5	transmembrane p24 trafficking protein 5
203813_s_at	0.0224	0.00174	3.51	-1.421962	1.49	SLIT3	slit guidance ligand 3
230264_s_at	0.0224	0.00174	3.51	-1.42533	1.26	AP1S2	adaptor related protein complex 1 sigma 2 subunit
207769_s_at	0.0225	0.00175	3.51	-1.427527	1.59	PQBP1	polyglutamine binding protein 1
209818_s_at	0.0225	0.00175	3.51	-1.430292	1.12	HABP4	hyaluronan binding protein 4
213269_at	0.0225	0.00176	3.51	-1.430928	1.08	ZNF248	zinc finger protein 248
212053_at	0.0226	0.00177	3.51	-1.436659	1.04	LOC102724985///PDXDC1	pyridoxal-dependent decarboxylase domain-containing protein 1///pyridoxal dependent decarboxylase domain containing 1
218270_at	0.0226	0.00177	3.51	-1.436897	1.19	MRPL24	mitochondrial ribosomal protein L24
214437_s_at	0.0227	0.00178	3.5	-1.444323	1.97	SHMT2	serine hydroxymethyltransferase 2
202190_at	0.0228	0.00179	3.5	-1.450545	1.68	CSTF1	cleavage stimulation factor subunit 1
200626_s_at	0.0228	0.00179	3.5	-1.450788	1.1	SNHG4///MATR3	small nucleolar RNA host gene 4///matrin 3
241873_at	0.0228	0.00179	3.5	-1.45088	1.14		
210406_s_at	0.0228	0.00179	3.5	-1.451737	1.04	WTH3DI///RAB6C///RAB6A	RAB6C-like///RAB6C, member RAS oncogene family///RAB6A, member RAS oncogene family
212564_at	0.0229	0.00181	3.5	-1.460002	1.72	KCTD2	potassium channel tetramerization domain containing 2
202003_s_at	0.0229	0.00181	3.5	-1.460214	1.72	ACAA2	acetyl-CoA acyltransferase 2
201570_at	0.0231	0.00183	3.49	-1.469992	1.08	SAMM50	SAMM50 sorting and assembly machinery component
224369_s_at	0.0231	0.00183	3.49	-1.471301	1.0	FBXO38	F-box protein 38
200650_s_at	0.0234	0.00186	3.49	-1.48536	1.19	LDHA	lactate dehydrogenase A
218751_s_at	0.0234	0.00186	3.49	-1.485673	1.1	FBXW7	F-box and WD repeat domain containing 7
222184_at	0.0234	0.00186	3.48	-1.487645	1.34	LINC00965	long intergenic non-protein coding RNA 965
1554675_a_at	0.0234	0.00186	3.48	-1.487842	1.81	SYCE1	synaptonemal complex central element protein 1
208941_s_at	0.0236	0.00189	3.48	-1.498256	1.98	SEPHS1	selenophosphate synthetase 1
200052_s_at	0.0236	0.00189	3.48	-1.500644	1.85	ILF2	interleukin enhancer binding factor 2
212428_at	0.0237	0.0019	3.48	-1.505429	1.79	KIAA0368	KIAA0368
207957_s_at	0.0237	0.0019	3.48	-1.507252	1.15	PRKCB	protein kinase C beta
1556096_s_at	0.0237	0.0019	3.48	-1.507561	1.47	UNC13C	unc-13 homolog C
209786_at	0.0237	0.00191	3.48	-1.508504	1.03	HMGN4	high mobility group nucleosomal binding domain 4
207507_s_at	0.0237	0.00191	3.48	-1.508879	1.83	ATP5G3	ATP synthase, H+ transporting, mitochondrial Fo complex subunit C3 (subunit 9)
1560019_at	0.0238	0.00191	3.47	-1.512687	1.9	DLGAP1-AS2	DLGAP1 antisense RNA 2
221552_at	0.0239	0.00192	3.47	-1.5174	1.15	ABHD6	abhydrolase domain containing 6
211483_x_at	0.0239	0.00193	3.47	-1.519345	1.08	CAMK2B	calcium/calmodulin dependent protein kinase II beta
220136_s_at	0.0239	0.00193	3.47	-1.519976	1.94	CRYBA2	crystallin beta A2
223542_at	0.0239	0.00193	3.47	-1.521094	1.65	SLF1	SMC5-SMC6 complex localization factor 1
229676_at	0.024	0.00194	3.47	-1.525517	2.21	MTPAP	mitochondrial poly(A) polymerase
214665_s_at	0.024	0.00194	3.47	-1.527127	1.21	CHP1	calcineurin like EF-hand protein 1
212862_at	0.0241	0.00195	3.47	-1.527882	1.32	CDS2	CDP-diacylglycerol synthase 2
219573_at	0.0242	0.00197	3.46	-1.538286	1.43	CARMIL1	capping protein regulator and myosin 1 linker 1
229160_at	0.0243	0.00197	3.46	-1.540279	1.16	MUM1L1	MUM1 like 1
236081_at	0.0244	0.00199	3.46	-1.548253	1.27	SNCA	synuclein alpha
217928_s_at	0.0245	0.002	3.46	-1.555988	1.18	PPP6R3	protein phosphatase 6 regulatory subunit 3
205531_s_at	0.0247	0.00202	3.45	-1.565071	1.26	GLS2	glutaminase 2
228062_at	0.0248	0.00203	3.45	-1.568958	1.39	NAP1L5	nucleosome assembly protein 1 like 5
202143_s_at	0.0249	0.00204	3.45	-1.573677	1.88	COPS8	COP9 signalosome subunit 8
228042_at	0.025	0.00206	3.45	-1.580728	1.87	ADPRH	ADP-ribosylarginine hydrolase
223053_x_at	0.025	0.00207	3.44	-1.585055	1.46	SSU72	SSU72 homolog, RNA polymerase II CTD phosphatase
223461_at	0.0251	0.00207	3.44	-1.586444	1.05	TBC1D7	TBC1 domain family member 7
223091_x_at	0.0252	0.00208	3.44	-1.590978	1.33	MFF	mitochondrial fission factor
225926_at	0.0252	0.00209	3.44	-1.593917	1.47	VTI1B	vesicle transport through interaction with t-SNAREs 1B
212026_s_at	0.0252	0.00209	3.44	-1.595816	1.45	EXOC7	exocyst complex component 7
200927_s_at	0.0254	0.00211	3.44	-1.60397	1.38	RAB14	RAB14, member RAS oncogene family
209686_at	0.0254	0.00211	3.43	-1.604332	1.74	S100B	S100 calcium binding protein B
227841_at	0.0254	0.00211	3.43	-1.606036	1.56	CEMP1///AMDHD2	cementum protein 1///amidohydrolase domain containing 2
217791_s_at	0.0257	0.00213	3.43	-1.614708	1.66	ALDH18A1	aldehyde dehydrogenase 18 family member A1
208857_s_at	0.0258	0.00215	3.43	-1.622212	1.21	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase
230516_at	0.026	0.00218	3.42	-1.632716	1.04	MALSU1	mitochondrial assembly of ribosomal large subunit 1
212521_s_at	0.026	0.00218	3.42	-1.633831	1.05	PDE8A	phosphodiesterase 8A
203962_s_at	0.026	0.00218	3.42	-1.633859	1.06	NEBL	nebulette
211048_s_at	0.0261	0.00219	3.42	-1.637345	1.05	PDIA4	protein disulfide isomerase family A member 4
212819_at	0.0262	0.00219	3.42	-1.640175	1.69	ASB1	ankyrin repeat and SOCS box containing 1
225791_at	0.0262	0.0022	3.42	-1.6436	1.46	UBE2F	ubiquitin conjugating enzyme E2 F (putative)
206764_x_at	0.0263	0.00221	3.42	-1.648726	1.35	MPPE1	metallophosphoesterase 1
210621_s_at	0.0264	0.00222	3.42	-1.650295	1.02	RASA1	RAS p21 protein activator 1
202963_at	0.0264	0.00222	3.42	-1.650663	1.31	RFX5	regulatory factor X5
213787_s_at	0.0264	0.00222	3.41	-1.652401	1.83	EBP	emopamil binding protein (sterol isomerase)
243259_at	0.0264	0.00222	3.41	-1.65298	1.18	ATXN7	ataxin 7
202670_at	0.0265	0.00224	3.41	-1.658814	1.45	MAP2K1	mitogen-activated protein kinase kinase 1
1554510_s_at	0.0266	0.00224	3.41	-1.659686	1.05	GHITM	growth hormone inducible transmembrane protein
204277_s_at	0.0266	0.00224	3.41	-1.66133	1.32	TK2	thymidine kinase 2, mitochondrial
235413_at	0.0267	0.00226	3.41	-1.668028	1.03	GGCX	gamma-glutamyl carboxylase
211565_at	0.0268	0.00226	3.41	-1.669789	1.8	SH3GL3	SH3 domain containing GRB2 like 3, endophilin A3
217773_s_at	0.0268	0.00227	3.41	-1.671952	1.19	NDUFA4	NDUFA4, mitochondrial complex associated
208699_x_at	0.0269	0.00228	3.4	-1.676843	1.31	TKT	transketolase
222558_at	0.0269	0.00228	3.4	-1.677028	1.26	RPRD1A	regulation of nuclear pre-mRNA domain containing 1A
217721_at	0.0269	0.00229	3.4	-1.679433	1.12	SEPT7	septin 7
202799_at	0.027	0.0023	3.4	-1.685382	1.73	CLPP	caseinolytic mitochondrial matrix peptidase proteolytic subunit
209207_s_at	0.0271	0.00231	3.4	-1.688357	1.08	LOC102724364///LOC100996517///SEC22B	vesicle-trafficking protein SEC22b-like///vesicle-trafficking protein SEC22b///SEC22 homolog B, vesicle trafficking protein (gene/pseudogene)
208643_s_at	0.0271	0.00231	3.4	-1.688705	1.17	XRCC5	X-ray repair cross complementing 5
222230_s_at	0.0272	0.00232	3.4	-1.693512	1.18	ACTR10	actin-related protein 10 homolog
218101_s_at	0.0272	0.00232	3.4	-1.694167	1.12	NDUFC2-KCTD14///NDUFC2	NDUFC2-KCTD14 readthrough///NADH:ubiquinone oxidoreductase subunit C2
219665_at	0.0272	0.00233	3.4	-1.695598	1.79	NUDT18	nudix hydrolase 18
210232_at	0.0273	0.00234	3.39	-1.699991	2.04	CDC42	cell division cycle 42
216733_s_at	0.0274	0.00234	3.39	-1.702843	1.76	GATM	glycine amidinotransferase
222523_at	0.0276	0.00237	3.39	-1.711935	1.14	SENP2	SUMO1/sentrin/SMT3 specific peptidase 2
207585_s_at	0.0276	0.00237	3.39	-1.713562	1.19	RPL36AL	ribosomal protein L36a like
228488_at	0.0276	0.00237	3.39	-1.714131	1.17	TBC1D16	TBC1 domain family member 16
202380_s_at	0.0277	0.00238	3.39	-1.716477	1.05	NKTR	natural killer cell triggering receptor
1562074_a_at	0.0278	0.00239	3.38	-1.721529	2.03	UNC13C	unc-13 homolog C
217892_s_at	0.0278	0.0024	3.38	-1.723461	1.06	LIMA1	LIM domain and actin binding 1
225779_at	0.028	0.00242	3.38	-1.733439	1.35	SLC27A4	solute carrier family 27 member 4
219778_at	0.028	0.00242	3.38	-1.734196	1.2	ZFPM2	zinc finger protein, FOG family member 2
208848_at	0.028	0.00243	3.38	-1.735098	1.11	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide
205244_s_at	0.0281	0.00244	3.38	-1.740962	1.66	SLC13A3	solute carrier family 13 member 3
222734_at	0.0281	0.00244	3.38	-1.741396	1.19	WARS2	tryptophanyl tRNA synthetase 2, mitochondrial
223010_s_at	0.0283	0.00247	3.37	-1.75015	1.42	OCIAD1	OCIA domain containing 1
234926_s_at	0.0283	0.00247	3.37	-1.751105	1.26	RTFDC1	replication termination factor 2 domain containing 1
222993_at	0.0283	0.00247	3.37	-1.752093	1.49	MRPL37	mitochondrial ribosomal protein L37
227146_at	0.0284	0.00248	3.37	-1.754558	1.4	QSOX2	quiescin sulfhydryl oxidase 2
1553277_at	0.0286	0.0025	3.37	-1.763529	2.01	RTTN	rotatin
200892_s_at	0.029	0.00255	3.36	-1.781133	1.21	TRA2B	transformer 2 beta homolog (Drosophila)
227730_at	0.0291	0.00256	3.36	-1.785355	1.33	DYM	dymeclin
213107_at	0.0291	0.00256	3.36	-1.786943	1.01	TNIK	TRAF2 and NCK interacting kinase
203405_at	0.0292	0.00258	3.35	-1.793682	1.06	PSMG1	proteasome assembly chaperone 1
200924_s_at	0.0292	0.00258	3.35	-1.794388	1.35	SLC3A2	solute carrier family 3 member 2
1563658_a_at	0.0293	0.00259	3.35	-1.797183	1.8	SYT9	synaptotagmin 9
202471_s_at	0.0293	0.00259	3.35	-1.797738	1.01	IDH3G	isocitrate dehydrogenase 3 (NAD(+)) gamma
212271_at	0.0293	0.0026	3.35	-1.800215	1.04	MAPK1	mitogen-activated protein kinase 1
239897_at	0.0293	0.00261	3.35	-1.803161	1.01	BCLAF1	BCL2 associated transcription factor 1
210247_at	0.0294	0.00261	3.35	-1.805252	1.17	SYN2	synapsin II
227404_s_at	0.0294	0.00263	3.35	-1.809424	1.17	EGR1	early growth response 1
208625_s_at	0.0295	0.00263	3.35	-1.810595	1.13	EIF4G1	eukaryotic translation initiation factor 4 gamma 1
201388_at	0.0295	0.00263	3.35	-1.810803	1.08	PSMD3	proteasome 26S subunit, non-ATPase 3
